['Chipp', 0.49400000000000005, 0.49400000000000005, 0.49400000000000005, 0.49400000000000005, 0.49400000000000005, 0.49400000000000005, 0.49400000000000005, 0.49400000000000005, 0.49400000000000005, 0.49400000000000005, 0.546, 0.546, 0.546, 0.546, 0.546, 0.546, 0.546, 0.546, 0.546, 0.546, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.65, 0.8320000000000001, 0.8320000000000001, 0.8320000000000001, 0.8320000000000001, 0.8320000000000001, 0.8320000000000001, 0.8320000000000001, 0.8320000000000001, 0.8320000000000001, 0.8320000000000001, 1.014, 1.014, 1.014, 1.014, 1.014, 1.014, 1.014, 1.014, 1.014, 1.014, 1.3, 1.3, 1.3, 1.3, 1.3, 1.3, 1.3, 1.3, 1.3, 1.3, 1.3, 1.3, 1.3, 1.3, 1.3, 1.3, 1.3, 1.3, 1.3, 1.3, 1.3, 1.3, 1.3, 1.3, 1.3, 1.3, 1.3, 1.3, 1.3, 1.3, 1.3, 1.3, 1.3, 1.3, 1.3, 1.3, 1.3, 1.3, 1.3, 1.3, 1.3, 1.3, 1.3, 1.3, 1.3, 1.3, 1.3, 1.3, 1.3, 1.3]
['Millia', 0.4598, 0.4598, 0.4598, 0.4598, 0.4598, 0.4598, 0.4598, 0.4598, 0.4598, 0.4598, 0.5324, 0.5324, 0.5324, 0.5324, 0.5324, 0.5324, 0.5324, 0.5324, 0.5324, 0.5324, 0.6534, 0.6534, 0.6534, 0.6534, 0.6534, 0.6534, 0.6534, 0.6534, 0.6534, 0.6534, 0.7986, 0.7986, 0.7986, 0.7986, 0.7986, 0.7986, 0.7986, 0.7986, 0.7986, 0.7986, 0.9801000000000001, 0.9801000000000001, 0.9801000000000001, 0.9801000000000001, 0.9801000000000001, 0.9801000000000001, 0.9801000000000001, 0.9801000000000001, 0.9801000000000001, 0.9801000000000001, 1.21, 1.21, 1.21, 1.21, 1.21, 1.21, 1.21, 1.21, 1.21, 1.21, 1.21, 1.21, 1.21, 1.21, 1.21, 1.21, 1.21, 1.21, 1.21, 1.21, 1.21, 1.21, 1.21, 1.21, 1.21, 1.21, 1.21, 1.21, 1.21, 1.21, 1.21, 1.21, 1.21, 1.21, 1.21, 1.21, 1.21, 1.21, 1.21, 1.21, 1.21, 1.21, 1.21, 1.21, 1.21, 1.21, 1.21, 1.21, 1.21, 1.21]
['Zato', 0.43600000000000005, 0.43600000000000005, 0.43600000000000005, 0.43600000000000005, 0.43600000000000005, 0.43600000000000005, 0.43600000000000005, 0.43600000000000005, 0.43600000000000005, 0.43600000000000005, 0.545, 0.545, 0.545, 0.545, 0.545, 0.545, 0.545, 0.545, 0.545, 0.545, 0.654, 0.654, 0.654, 0.654, 0.654, 0.654, 0.654, 0.654, 0.654, 0.654, 0.8284, 0.8284, 0.8284, 0.8284, 0.8284, 0.8284, 0.8284, 0.8284, 0.8284, 0.8284, 0.9810000000000001, 0.9810000000000001, 0.9810000000000001, 0.9810000000000001, 0.9810000000000001, 0.9810000000000001, 0.9810000000000001, 0.9810000000000001, 0.9810000000000001, 0.9810000000000001, 1.09, 1.09, 1.09, 1.09, 1.09, 1.09, 1.09, 1.09, 1.09, 1.09, 1.09, 1.09, 1.09, 1.09, 1.09, 1.09, 1.09, 1.09, 1.09, 1.09, 1.09, 1.09, 1.09, 1.09, 1.09, 1.09, 1.09, 1.09, 1.09, 1.09, 1.09, 1.09, 1.09, 1.09, 1.09, 1.09, 1.09, 1.09, 1.09, 1.09, 1.09, 1.09, 1.09, 1.09, 1.09, 1.09, 1.09, 1.09, 1.09, 1.09]
['Axl', 0.42400000000000004, 0.42400000000000004, 0.42400000000000004, 0.42400000000000004, 0.42400000000000004, 0.42400000000000004, 0.42400000000000004, 0.42400000000000004, 0.42400000000000004, 0.42400000000000004, 0.5088, 0.5088, 0.5088, 0.5088, 0.5088, 0.5088, 0.5088, 0.5088, 0.5088, 0.5088, 0.6148, 0.6148, 0.6148, 0.6148, 0.6148, 0.6148, 0.6148, 0.6148, 0.6148, 0.6148, 0.7632, 0.7632, 0.7632, 0.7632, 0.7632, 0.7632, 0.7632, 0.7632, 0.7632, 0.7632, 0.9116000000000001, 0.9116000000000001, 0.9116000000000001, 0.9116000000000001, 0.9116000000000001, 0.9116000000000001, 0.9116000000000001, 0.9116000000000001, 0.9116000000000001, 0.9116000000000001, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06]
['I-No', 0.42400000000000004, 0.42400000000000004, 0.42400000000000004, 0.42400000000000004, 0.42400000000000004, 0.42400000000000004, 0.42400000000000004, 0.42400000000000004, 0.42400000000000004, 0.42400000000000004, 0.5088, 0.5088, 0.5088, 0.5088, 0.5088, 0.5088, 0.5088, 0.5088, 0.5088, 0.5088, 0.6148, 0.6148, 0.6148, 0.6148, 0.6148, 0.6148, 0.6148, 0.6148, 0.6148, 0.6148, 0.7632, 0.7632, 0.7632, 0.7632, 0.7632, 0.7632, 0.7632, 0.7632, 0.7632, 0.7632, 0.9116000000000001, 0.9116000000000001, 0.9116000000000001, 0.9116000000000001, 0.9116000000000001, 0.9116000000000001, 0.9116000000000001, 0.9116000000000001, 0.9116000000000001, 0.9116000000000001, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06]
['Ramlethal', 0.42400000000000004, 0.42400000000000004, 0.42400000000000004, 0.42400000000000004, 0.42400000000000004, 0.42400000000000004, 0.42400000000000004, 0.42400000000000004, 0.42400000000000004, 0.42400000000000004, 0.5088, 0.5088, 0.5088, 0.5088, 0.5088, 0.5088, 0.5088, 0.5088, 0.5088, 0.5088, 0.6148, 0.6148, 0.6148, 0.6148, 0.6148, 0.6148, 0.6148, 0.6148, 0.6148, 0.6148, 0.7632, 0.7632, 0.7632, 0.7632, 0.7632, 0.7632, 0.7632, 0.7632, 0.7632, 0.7632, 0.9116000000000001, 0.9116000000000001, 0.9116000000000001, 0.9116000000000001, 0.9116000000000001, 0.9116000000000001, 0.9116000000000001, 0.9116000000000001, 0.9116000000000001, 0.9116000000000001, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06]
['Dizzy', 0.42400000000000004, 0.42400000000000004, 0.42400000000000004, 0.42400000000000004, 0.42400000000000004, 0.42400000000000004, 0.42400000000000004, 0.42400000000000004, 0.42400000000000004, 0.42400000000000004, 0.5088, 0.5088, 0.5088, 0.5088, 0.5088, 0.5088, 0.5088, 0.5088, 0.5088, 0.5088, 0.6148, 0.6148, 0.6148, 0.6148, 0.6148, 0.6148, 0.6148, 0.6148, 0.6148, 0.6148, 0.7632, 0.7632, 0.7632, 0.7632, 0.7632, 0.7632, 0.7632, 0.7632, 0.7632, 0.7632, 0.9116000000000001, 0.9116000000000001, 0.9116000000000001, 0.9116000000000001, 0.9116000000000001, 0.9116000000000001, 0.9116000000000001, 0.9116000000000001, 0.9116000000000001, 0.9116000000000001, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06, 1.06]
['Sin', 0.41600000000000004, 0.41600000000000004, 0.41600000000000004, 0.41600000000000004, 0.41600000000000004, 0.41600000000000004, 0.41600000000000004, 0.41600000000000004, 0.41600000000000004, 0.41600000000000004, 0.4992, 0.4992, 0.4992, 0.4992, 0.4992, 0.4992, 0.4992, 0.4992, 0.4992, 0.4992, 0.6032, 0.6032, 0.6032, 0.6032, 0.6032, 0.6032, 0.6032, 0.6032, 0.6032, 0.6032, 0.7488, 0.7488, 0.7488, 0.7488, 0.7488, 0.7488, 0.7488, 0.7488, 0.7488, 0.7488, 0.8944, 0.8944, 0.8944, 0.8944, 0.8944, 0.8944, 0.8944, 0.8944, 0.8944, 0.8944, 1.04, 1.04, 1.04, 1.04, 1.04, 1.04, 1.04, 1.04, 1.04, 1.04, 1.04, 1.04, 1.04, 1.04, 1.04, 1.04, 1.04, 1.04, 1.04, 1.04, 1.04, 1.04, 1.04, 1.04, 1.04, 1.04, 1.04, 1.04, 1.04, 1.04, 1.04, 1.04, 1.04, 1.04, 1.04, 1.04, 1.04, 1.04, 1.04, 1.04, 1.04, 1.04, 1.04, 1.04, 1.04, 1.04, 1.04, 1.04, 1.04, 1.04]
['Venom', 0.41200000000000003, 0.41200000000000003, 0.41200000000000003, 0.41200000000000003, 0.41200000000000003, 0.41200000000000003, 0.41200000000000003, 0.41200000000000003, 0.41200000000000003, 0.41200000000000003, 0.4944, 0.4944, 0.4944, 0.4944, 0.4944, 0.4944, 0.4944, 0.4944, 0.4944, 0.4944, 0.5973999999999999, 0.5973999999999999, 0.5973999999999999, 0.5973999999999999, 0.5973999999999999, 0.5973999999999999, 0.5973999999999999, 0.5973999999999999, 0.5973999999999999, 0.5973999999999999, 0.7416, 0.7416, 0.7416, 0.7416, 0.7416, 0.7416, 0.7416, 0.7416, 0.7416, 0.7416, 0.8858, 0.8858, 0.8858, 0.8858, 0.8858, 0.8858, 0.8858, 0.8858, 0.8858, 0.8858, 1.03, 1.03, 1.03, 1.03, 1.03, 1.03, 1.03, 1.03, 1.03, 1.03, 1.03, 1.03, 1.03, 1.03, 1.03, 1.03, 1.03, 1.03, 1.03, 1.03, 1.03, 1.03, 1.03, 1.03, 1.03, 1.03, 1.03, 1.03, 1.03, 1.03, 1.03, 1.03, 1.03, 1.03, 1.03, 1.03, 1.03, 1.03, 1.03, 1.03, 1.03, 1.03, 1.03, 1.03, 1.03, 1.03, 1.03, 1.03, 1.03, 1.03]
['Elphelt', 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.4, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.76, 0.76, 0.76, 0.76, 0.76, 0.76, 0.76, 0.76, 0.76, 0.76, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
